,m2_construit,nb_pieces,nb_sdb,nb_etages,latitude,longitude,prix_achat,prix_achat_m2,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse
21515,90,3,2,0,40.473318,-3.579845,222000,2467,0,2001.0,1,0,1,0,0,1,0,1,21,True,False,False,False
21514,64,3,1,0,40.473318,-3.579845,80500,1258,1,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21513,80,3,1,0,40.473318,-3.579845,182000,2275,0,1974.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21512,120,3,2,0,40.473318,-3.579845,295000,2458,0,2003.0,1,0,0,1,1,1,0,1,21,True,False,False,False
21511,82,2,2,0,40.473318,-3.579845,270000,3293,0,2077.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21510,81,3,1,0,40.473318,-3.579845,116100,1433,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21509,103,3,2,0,40.473318,-3.579845,250000,2427,0,2077.0,1,0,1,0,0,1,0,1,21,True,False,False,False
21508,63,3,1,0,40.473318,-3.579845,79900,1268,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21507,70,3,1,0,40.473318,-3.579845,99000,1414,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21506,60,3,1,0,40.473318,-3.579845,74550,1242,1,1960.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21505,45,2,1,0,40.473318,-3.579845,105000,2333,0,1960.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21504,95,3,1,0,40.473318,-3.579845,130000,1368,0,1985.0,1,0,0,1,1,0,0,0,21,True,False,False,False
21503,70,3,1,0,40.473318,-3.579845,120000,1714,1,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21502,71,3,1,0,40.473318,-3.579845,149000,2099,0,1970.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21501,70,3,1,0,40.473318,-3.579845,135000,1929,1,1969.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21500,98,4,2,0,40.473318,-3.579845,230000,2347,0,1977.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21499,55,3,1,0,40.473318,-3.579845,91000,1655,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21498,115,4,1,0,40.473318,-3.579845,184900,1608,0,2077.0,1,0,0,1,1,0,0,0,21,True,False,False,False
21497,78,3,1,0,40.473318,-3.579845,127000,1628,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21496,68,3,1,0,40.473318,-3.579845,83900,1234,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21495,120,3,1,0,40.473318,-3.579845,180000,1500,0,2077.0,1,0,1,1,0,1,1,1,21,True,False,False,False
21494,64,3,1,0,40.473318,-3.579845,76000,1188,1,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21493,92,4,1,0,40.473318,-3.579845,163000,1772,0,2077.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21492,154,3,2,0,40.473318,-3.579845,280000,1818,0,2077.0,1,0,1,1,0,1,1,1,21,True,False,False,False
21491,105,3,2,0,40.473318,-3.579845,180000,1714,0,2077.0,1,0,0,1,0,1,0,0,21,True,False,False,False
21490,70,2,1,0,40.473318,-3.579845,128000,1829,0,1965.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21489,93,3,1,0,40.473318,-3.579845,166200,1787,0,1972.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21488,53,3,1,0,40.473318,-3.579845,114300,2157,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21487,86,3,1,0,40.473318,-3.579845,129000,1500,0,1984.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21486,75,3,2,0,40.473318,-3.579845,132000,1760,0,1961.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21485,85,3,1,0,40.473318,-3.579845,135000,1588,0,1969.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21484,65,2,1,0,40.473318,-3.579845,99000,1523,0,1950.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21483,53,3,1,0,40.473318,-3.579845,114300,2157,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21482,68,3,1,0,40.473318,-3.579845,88000,1294,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21481,75,3,1,0,40.473318,-3.579845,110000,1467,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21480,83,2,1,0,40.473318,-3.579845,146000,1759,0,2003.0,1,0,0,1,1,1,0,0,21,True,False,False,False
21479,95,3,1,0,40.473318,-3.579845,112000,1179,1,2077.0,1,0,0,1,0,1,0,0,21,True,False,False,False
21478,30,1,1,0,40.473318,-3.579845,59000,1967,0,1960.0,1,0,0,0,0,0,1,0,21,True,False,False,False
21477,53,1,1,0,40.473318,-3.579845,146000,2755,0,2077.0,1,0,1,1,0,1,0,1,21,True,False,False,False
21476,125,3,3,0,40.473318,-3.579845,275000,2200,0,2004.0,1,0,1,1,0,1,1,0,21,False,False,False,True
21475,153,4,2,0,40.473318,-3.579845,178000,1163,0,1999.0,1,0,0,0,0,1,1,1,21,True,False,False,False
21474,86,3,1,0,40.473318,-3.579845,129000,1500,0,1984.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21473,66,2,1,0,40.473318,-3.579845,96000,1455,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21472,63,3,1,0,40.473318,-3.579845,82000,1302,0,1960.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21471,59,2,1,0,40.473318,-3.579845,126900,2151,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21470,95,3,1,0,40.473318,-3.579845,199000,2095,0,1966.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21469,65,2,1,0,40.473318,-3.579845,232000,3569,0,2077.0,1,0,0,0,0,1,0,1,21,True,False,False,False
21468,69,2,1,0,40.473318,-3.579845,240000,3478,0,2077.0,1,0,1,0,0,0,0,0,21,True,False,False,False
21467,115,4,2,0,40.473318,-3.579845,330000,2870,0,2077.0,1,0,0,0,0,1,1,0,21,True,False,False,False
21466,60,3,1,0,40.473318,-3.579845,120000,2000,0,1960.0,0,0,0,0,0,0,0,0,21,True,False,False,False
21465,90,3,2,0,40.473318,-3.579845,172000,1911,0,2077.0,1,0,0,0,0,1,1,1,21,True,False,False,False
21464,60,3,1,0,40.473318,-3.579845,82260,1371,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21463,65,2,1,0,40.473318,-3.579845,109000,1677,0,1950.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21462,115,4,1,0,40.473318,-3.579845,133000,1157,0,2077.0,1,0,0,1,0,1,1,0,21,True,False,False,False
21461,83,3,2,0,40.473318,-3.579845,111000,1337,1,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21460,55,2,1,0,40.473318,-3.579845,110000,2000,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21459,80,2,2,0,40.473318,-3.579845,179990,2250,0,2003.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21458,68,3,1,0,40.473318,-3.579845,156000,2294,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21457,89,2,2,0,40.473318,-3.579845,228000,2562,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21456,61,3,1,0,40.473318,-3.579845,89000,1459,0,1960.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21455,67,3,1,0,40.473318,-3.579845,119000,1776,0,1960.0,0,0,0,0,0,0,0,0,21,True,False,False,False
21454,68,3,1,0,40.473318,-3.579845,94000,1382,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21453,92,3,2,0,40.473318,-3.579845,175000,1902,0,1962.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21452,70,3,1,0,40.473318,-3.579845,90000,1286,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21451,63,3,1,0,40.473318,-3.579845,167000,2651,0,1966.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21450,57,3,1,0,40.473318,-3.579845,96000,1684,0,1965.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21449,63,3,1,0,40.473318,-3.579845,84000,1333,0,1968.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21448,52,2,1,0,40.473318,-3.579845,101000,1942,1,1960.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21447,125,3,2,0,40.473318,-3.579845,210000,1680,0,2077.0,1,0,0,0,0,1,1,1,21,True,False,False,False
21446,125,3,3,0,40.473318,-3.579845,275000,2200,0,2004.0,1,0,1,1,0,1,0,0,21,False,True,False,False
21445,75,3,1,0,40.473318,-3.579845,131400,1752,0,2077.0,0,0,0,0,0,0,0,0,21,True,False,False,False
21444,71,3,1,0,40.473318,-3.579845,131400,1851,0,2077.0,0,0,0,0,0,0,0,0,21,True,False,False,False
21443,80,3,1,0,40.473318,-3.579845,95000,1188,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21442,66,3,1,0,40.473318,-3.579845,93000,1409,0,1969.0,0,0,0,1,1,0,0,0,21,True,False,False,False
21441,95,2,2,0,40.473318,-3.579845,154500,1626,0,2007.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21440,61,3,1,0,40.473318,-3.579845,100000,1639,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21439,42,4,1,0,40.473318,-3.579845,95900,2283,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21438,85,3,1,0,40.473318,-3.579845,154900,1822,0,1980.0,1,0,0,1,0,0,0,1,21,True,False,False,False
21437,80,2,1,0,40.473318,-3.579845,115000,1438,0,2077.0,1,0,0,1,0,1,1,0,21,True,False,False,False
21436,55,2,1,0,40.473318,-3.579845,96000,1745,0,1962.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21434,60,2,1,0,40.473318,-3.579845,95000,1583,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21433,55,3,1,0,40.473318,-3.579845,78000,1418,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21432,93,3,1,0,40.473318,-3.579845,128500,1382,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21431,55,2,1,0,40.473318,-3.579845,95000,1727,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21430,82,3,1,0,40.473318,-3.579845,83900,1023,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21429,53,2,1,0,40.473318,-3.579845,96000,1811,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21428,69,2,1,0,40.473318,-3.579845,118600,1719,0,2077.0,0,0,0,0,0,0,0,0,21,True,False,False,False
21427,58,2,1,0,40.473318,-3.579845,118000,2034,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21426,70,2,1,0,40.473318,-3.579845,202000,2886,0,2009.0,1,0,0,1,0,1,0,0,21,True,False,False,False
21425,47,1,1,0,40.473318,-3.579845,144000,3064,0,2009.0,1,0,0,1,0,1,0,0,21,True,False,False,False
21424,64,2,1,0,40.473318,-3.579845,98968,1546,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21423,50,2,1,0,40.473318,-3.579845,105000,2100,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21422,103,3,2,0,40.473318,-3.579845,265000,2573,0,2077.0,1,0,1,1,0,0,1,1,21,False,True,False,False
21421,90,3,2,0,40.473318,-3.579845,290000,3222,0,2077.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21420,66,2,1,0,40.473318,-3.579845,90000,1364,0,2077.0,1,0,0,0,1,0,0,0,21,True,False,False,False
21419,70,2,1,0,40.473318,-3.579845,75000,1071,0,1973.0,1,0,0,0,1,0,0,0,21,True,False,False,False
21418,60,2,1,0,40.473318,-3.579845,125000,2083,0,2077.0,1,0,0,0,1,0,0,0,21,True,False,False,False
21417,101,2,2,0,40.473318,-3.579845,255000,2525,0,2077.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21416,75,3,1,0,40.473318,-3.579845,117300,1564,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21415,55,2,1,0,40.473318,-3.579845,96600,1756,1,1959.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21414,77,3,1,0,40.473318,-3.579845,119000,1545,0,1960.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21413,56,3,1,0,40.473318,-3.579845,100000,1786,0,1967.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21412,68,3,1,0,40.473318,-3.579845,97000,1426,0,2077.0,0,0,0,0,0,0,0,0,21,True,False,False,False
21411,72,3,1,0,40.473318,-3.579845,95000,1319,1,1965.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21410,70,3,1,0,40.473318,-3.579845,135000,1929,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21409,75,2,2,0,40.473318,-3.579845,195000,2600,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21408,120,3,1,0,40.473318,-3.579845,195000,1625,0,1970.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21407,91,2,2,0,40.473318,-3.579845,215000,2363,0,2077.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21406,95,2,1,0,40.473318,-3.579845,122000,1284,0,1967.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21405,61,3,1,0,40.473318,-3.579845,125000,2049,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21404,73,2,1,0,40.473318,-3.579845,120000,1644,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21403,66,3,1,0,40.473318,-3.579845,93000,1409,1,2077.0,1,0,0,1,1,0,0,0,21,True,False,False,False
21402,68,2,1,0,40.473318,-3.579845,125000,1838,0,2077.0,1,0,0,1,0,0,1,0,21,True,False,False,False
21401,70,3,1,0,40.473318,-3.579845,104840,1498,0,1968.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21400,42,4,1,0,40.473318,-3.579845,95900,2283,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21399,54,3,1,0,40.473318,-3.579845,71000,1315,1,2077.0,0,0,0,0,0,0,0,0,21,True,False,False,False
21398,56,3,1,0,40.473318,-3.579845,105000,1875,0,1967.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21397,100,4,1,0,40.473318,-3.579845,165000,1650,0,2077.0,1,0,0,1,0,0,1,0,21,True,False,False,False
21396,125,4,2,0,40.473318,-3.579845,173000,1384,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21395,54,3,1,0,40.473318,-3.579845,71000,1315,1,1965.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21394,130,4,2,0,40.473318,-3.579845,168000,1292,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21393,68,2,1,0,40.473318,-3.579845,99900,1469,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21392,85,3,1,0,40.473318,-3.579845,128000,1506,1,1975.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21391,75,3,1,0,40.473318,-3.579845,120000,1600,0,1974.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21390,80,2,1,0,40.473318,-3.579845,95000,1188,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21389,64,2,1,0,40.473318,-3.579845,110000,1719,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21388,69,4,1,0,40.473318,-3.579845,85900,1245,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21387,115,4,1,0,40.473318,-3.579845,184900,1608,0,2077.0,1,0,0,1,1,0,0,0,21,True,False,False,False
21386,70,3,1,0,40.473318,-3.579845,142500,2036,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21385,56,2,1,0,40.473318,-3.579845,109000,1946,0,1965.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21384,90,2,1,0,40.473318,-3.579845,140000,1556,0,2077.0,1,0,0,0,0,0,1,0,21,True,False,False,False
21383,75,3,1,0,40.473318,-3.579845,117300,1564,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21382,71,2,1,0,40.473318,-3.579845,120000,1690,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21381,76,3,1,0,40.473318,-3.579845,110000,1447,0,2077.0,1,0,0,1,0,0,1,0,21,True,False,False,False
21380,114,4,2,0,40.473318,-3.579845,299000,2623,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21379,90,3,2,0,40.473318,-3.579845,180000,2000,0,2077.0,1,0,0,0,1,0,0,1,21,True,False,False,False
21378,70,3,1,0,40.473318,-3.579845,85000,1214,1,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21377,80,3,1,0,40.473318,-3.579845,100000,1250,1,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21376,96,4,2,0,40.473318,-3.579845,170000,1771,1,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21375,50,1,1,0,40.473318,-3.579845,125000,2500,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21374,85,3,2,0,40.473318,-3.579845,230000,2706,0,2077.0,1,0,1,1,0,0,1,1,21,True,False,False,False
21373,90,3,2,0,40.473318,-3.579845,300000,3333,0,2077.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21372,60,3,1,0,40.473318,-3.579845,120000,2000,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21371,90,2,2,0,40.473318,-3.579845,240000,2667,0,2077.0,1,0,1,1,1,1,1,1,21,False,False,False,True
21370,60,3,1,0,40.473318,-3.579845,140000,2333,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21369,105,3,2,0,40.473318,-3.579845,135000,1286,0,2077.0,1,0,0,0,0,1,1,0,21,True,False,False,False
21368,140,3,3,0,40.473318,-3.579845,340000,2429,1,2003.0,1,0,1,1,0,1,1,1,21,False,True,False,False
21367,112,3,2,0,40.473318,-3.579845,230000,2054,0,1965.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21366,60,3,1,0,40.473318,-3.579845,145000,2417,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21365,62,2,1,0,40.473318,-3.579845,142450,2298,1,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21364,240,4,3,3,40.473318,-3.579845,580000,2417,0,2077.0,0,0,0,1,1,1,0,1,21,False,False,True,False
21363,81,3,1,0,40.473318,-3.579845,160000,1975,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21362,75,3,1,0,40.473318,-3.579845,180000,2400,0,2077.0,1,0,0,1,0,1,0,1,21,True,False,False,False
21361,72,3,1,0,40.473318,-3.579845,130000,1806,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21360,95,2,2,0,40.473318,-3.579845,250000,2632,0,2077.0,1,0,1,0,0,0,1,1,21,True,False,False,False
21359,49,1,1,0,40.473318,-3.579845,190000,3878,0,2077.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21358,90,3,1,0,40.473318,-3.579845,169000,1878,0,2077.0,1,0,1,1,0,0,1,0,21,True,False,False,False
21357,78,2,1,0,40.473318,-3.579845,168000,2154,0,2077.0,1,0,0,1,1,1,0,0,21,True,False,False,False
21356,100,3,1,0,40.473318,-3.579845,210000,2100,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21355,70,3,1,0,40.473318,-3.579845,95000,1357,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21354,52,2,1,0,40.473318,-3.579845,74800,1438,1,1965.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21353,56,3,1,0,40.473318,-3.579845,78000,1393,1,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21352,110,3,2,0,40.473318,-3.579845,189000,1718,0,2077.0,1,0,0,0,0,1,1,1,21,True,False,False,False
21351,115,3,3,0,40.473318,-3.579845,245000,2130,0,2077.0,1,0,0,1,0,1,0,1,21,False,True,False,False
21350,70,3,1,0,40.473318,-3.579845,97000,1386,0,2077.0,1,0,0,0,1,0,0,0,21,True,False,False,False
21349,75,3,1,0,40.473318,-3.579845,155000,2067,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21348,116,4,2,0,40.473318,-3.579845,170000,1466,1,1978.0,1,0,0,1,1,0,1,0,21,True,False,False,False
21347,48,2,1,0,40.473318,-3.579845,120000,2500,0,2009.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21346,80,3,1,0,40.473318,-3.579845,125000,1562,1,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21345,81,3,1,0,40.473318,-3.579845,139500,1722,0,2077.0,1,0,0,0,1,0,0,0,21,True,False,False,False
21344,95,4,2,0,40.473318,-3.579845,198000,2084,1,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21343,60,4,1,0,40.473318,-3.579845,75000,1250,1,1960.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21342,50,2,1,0,40.473318,-3.579845,123000,2460,0,2077.0,1,0,0,0,1,0,0,0,21,True,False,False,False
21341,50,1,1,0,40.473318,-3.579845,148000,2960,0,2077.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21340,242,4,3,4,40.473318,-3.579845,380000,1570,0,2077.0,0,0,0,1,0,0,0,1,21,False,False,True,False
21339,166,3,1,0,40.473318,-3.579845,300000,1807,1,2077.0,0,0,0,0,0,0,0,0,21,False,False,True,False
21338,50,2,1,0,40.473318,-3.579845,140000,2800,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21337,94,4,1,0,40.473318,-3.579845,190000,2021,0,2077.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21336,80,3,1,0,40.473318,-3.579845,150000,1875,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21335,65,2,1,0,40.473318,-3.579845,110000,1692,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21334,105,3,2,0,40.473318,-3.579845,190000,1810,0,2077.0,1,0,0,0,0,1,1,1,21,True,False,False,False
21333,100,3,1,0,40.473318,-3.579845,142000,1420,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21332,64,3,1,0,40.473318,-3.579845,95000,1484,0,1969.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21331,85,2,2,0,40.473318,-3.579845,229000,2694,0,2077.0,1,0,1,1,0,0,1,0,21,True,False,False,False
21330,72,3,1,0,40.473318,-3.579845,140000,1944,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21329,92,3,1,0,40.473318,-3.579845,119000,1293,0,2077.0,1,0,0,0,0,0,1,0,21,True,False,False,False
21328,106,3,1,0,40.473318,-3.579845,145000,1368,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21327,67,2,1,0,40.473318,-3.579845,115000,1716,0,2077.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21326,60,2,1,0,40.473318,-3.579845,150000,2500,0,2077.0,1,0,1,0,0,0,0,0,21,True,False,False,False
21325,71,2,1,0,40.473318,-3.579845,202000,2845,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21324,48,1,1,0,40.473318,-3.579845,144000,3000,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21323,60,2,1,0,40.473318,-3.579845,120000,2000,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21322,60,3,1,0,40.473318,-3.579845,105000,1750,0,2077.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21321,61,3,1,0,40.473318,-3.579845,108000,1770,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21320,115,3,1,0,40.473318,-3.579845,147000,1278,0,2077.0,1,0,0,1,1,0,0,0,21,True,False,False,False
21319,55,2,1,0,40.473318,-3.579845,95000,1727,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21318,65,3,1,0,40.473318,-3.579845,99500,1531,1,2077.0,1,0,0,0,1,0,1,0,21,True,False,False,False
21317,118,3,2,0,40.473318,-3.579845,179000,1517,0,2077.0,1,0,0,0,0,0,1,1,21,False,True,False,False
21316,54,3,1,0,40.473318,-3.579845,91958,1703,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21315,80,3,1,0,40.473318,-3.579845,100000,1250,1,2077.0,1,0,0,0,1,0,0,0,21,True,False,False,False
21314,147,4,2,0,40.473318,-3.579845,340000,2313,0,2003.0,1,0,1,1,0,1,1,1,21,False,True,False,False
21313,81,3,1,0,40.473318,-3.579845,139500,1722,0,2077.0,1,0,0,1,1,0,0,0,21,True,False,False,False
21312,108,4,2,0,40.473318,-3.579845,156000,1444,0,2077.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21311,133,4,2,0,40.473318,-3.579845,280000,2105,0,2077.0,1,0,1,0,1,1,1,1,21,True,False,False,False
21310,90,3,2,0,40.473318,-3.579845,139000,1544,0,2008.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21309,63,2,1,0,40.473318,-3.579845,102000,1619,1,1962.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21308,95,2,1,0,40.473318,-3.579845,154500,1626,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21307,76,2,1,0,40.473318,-3.579845,109492,1441,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21306,115,3,1,0,40.473318,-3.579845,148000,1287,0,2077.0,1,0,0,1,1,0,0,0,21,True,False,False,False
21305,70,3,1,0,40.473318,-3.579845,95000,1357,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21304,71,3,1,0,40.473318,-3.579845,100000,1408,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21303,70,3,1,0,40.473318,-3.579845,97000,1386,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21302,100,3,2,0,40.473318,-3.579845,179000,1790,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21301,63,3,1,0,40.473318,-3.579845,119000,1889,0,2077.0,1,0,0,0,0,1,0,0,21,True,False,False,False
21300,60,2,1,0,40.473318,-3.579845,95000,1583,0,2077.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21299,105,3,2,0,40.473318,-3.579845,260000,2476,0,2077.0,1,0,0,1,0,0,1,0,21,True,False,False,False
21298,93,2,2,0,40.473318,-3.579845,210000,2258,0,2077.0,1,0,0,0,0,1,0,1,21,True,False,False,False
21297,80,2,2,0,40.473318,-3.579845,250000,3125,0,2077.0,1,0,1,0,0,1,1,1,21,True,False,False,False
21296,54,2,1,0,40.473318,-3.579845,148000,2741,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21295,64,2,1,0,40.473318,-3.579845,99000,1547,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21294,68,3,1,0,40.473318,-3.579845,88000,1294,1,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21293,75,3,1,0,40.473318,-3.579845,120000,1600,0,1979.0,1,0,0,1,0,1,0,0,21,True,False,False,False
21292,100,3,2,0,40.473318,-3.579845,299995,3000,0,2077.0,1,0,1,1,0,1,1,1,21,True,False,False,False
21291,62,2,2,0,40.473318,-3.579845,148000,2387,0,1969.0,1,0,0,0,0,0,0,0,21,True,False,False,False
21290,78,3,1,0,40.473318,-3.579845,127000,1628,0,1984.0,1,0,0,1,0,1,0,0,21,True,False,False,False
21289,83,3,1,0,40.473318,-3.579845,155000,1867,0,1964.0,1,0,0,1,0,0,0,0,21,True,False,False,False
21288,68,3,1,0,40.473318,-3.579845,97000,1426,0,2077.0,1,0,0,0,0,0,0,0,21,True,False,False,False
